5,0,1,,5,,,,,
5,1,0,,2,,,,,
5,1,1,,3,,,,,
5,2,0,,3,,,,,
5,2,1,,2,,,,,
5,3,0,,3,,,,,
5,3,1,,2,,,,,
5,4,0,,3,,,,,
5,4,1,,2,,,,,
5,5,1,,5,,,,,
5,6,0,,4,,,,,
5,6,1,,1,,,,,
5,7,0,,4,,,,,
5,7,1,,1,,,,,
5,8,1,,5,,,,,
5,9,0,,3,,,,,
5,9,1,,2,,,,,
5,10,1,,5,,,,,
5,11,0,,1,,,,,
5,11,1,,4,,,,,
5,12,0,,4,,,,,
5,12,1,,1,,,,,
5,13,1,,5,,,,,
5,14,0,,3,,,,,
5,14,1,,2,,,,,
5,15,1,,5,,,,,
5,16,0,,2,,,,,
5,16,1,,3,,,,,
5,17,0,,4,,,,,
5,17,1,,1,,,,,
5,18,0,,4,,,,,
5,18,1,,1,,,,,
5,19,1,,5,,,,,
5,20,0,,2,,,,,
5,20,1,,3,,,,,
5,21,1,,5,,,,,
5,22,0,,3,,,,,
5,22,1,,2,,,,,
5,23,0,,3,,,,,
5,23,1,,2,,,,,
5,24,0,,2,,,,,
5,24,1,,3,,,,,
5,25,0,,3,,,,,
5,25,1,,2,,,,,
5,26,1,,5,,,,,
5,27,0,,2,,,,,
5,27,1,,3,,,,,
5,28,0,,2,,,,,
5,28,1,,3,,,,,
5,29,0,,4,,,,,
5,29,1,,1,,,,,
5,30,1,,5,,,,,
5,31,0,,1,,,,,
5,31,1,,4,,,,,
5,32,0,,2,,,,,
5,32,1,,3,,,,,
5,33,0,,4,,,,,
5,33,1,,1,,,,,
5,34,1,,5,,,,,
5,35,0,,1,,,,,
5,35,1,,4,,,,,
5,36,0,,3,,,,,
5,36,1,,2,,,,,
5,37,0,,3,,,,,
5,37,1,,2,,,,,
5,38,1,,5,,,,,
5,39,0,,3,,,,,
5,39,1,,2,,,,,
5,40,0,,2,,,,,
5,40,1,,3,,,,,
5,41,0,,3,,,,,
5,41,1,,2,,,,,
5,42,1,,5,,,,,
5,43,1,,5,,,,,
5,44,0,,3,,,,,
5,44,1,,2,,,,,
5,45,0,,3,,,,,
5,45,1,,2,,,,,
5,46,0,,3,,,,,
5,46,1,,2,,,,,
5,47,1,,5,,,,,
5,48,0,,2,,,,,
5,48,1,,3,,,,,
5,49,0,,3,,,,,
5,49,1,,2,,,,,
5,50,0,,3,,,,,
5,50,1,,2,,,,,
5,51,0,,3,,,,,
5,51,1,,2,,,,,
5,52,0,,3,,,,,
5,52,1,,2,,,,,
5,53,1,,5,,,,,
5,54,0,,1,,,,,
5,54,1,,4,,,,,
5,55,0,,2,,,,,
5,55,1,,3,,,,,
5,56,1,,5,,,,,
5,57,0,,4,,,,,
5,57,1,,1,,,,,
5,58,1,,5,,,,,
5,59,0,,3,,,,,
5,59,1,,2,,,,,
5,60,0,,3,,,,,
5,60,1,,2,,,,,
5,61,1,,5,,,,,
5,62,0,,2,,,,,
5,62,1,,3,,,,,
5,63,1,,5,,,,,
5,64,1,,5,,,,,
5,65,0,,2,,,,,
5,65,1,,3,,,,,
5,66,0,,3,,,,,
5,66,1,,2,,,,,
5,67,0,,3,,,,,
5,67,1,,2,,,,,
5,68,0,,2,,,,,
5,68,1,,3,,,,,
5,69,0,,4,,,,,
5,69,1,,1,,,,,
5,70,1,,5,,,,,
5,71,0,,2,,,,,
5,71,1,,3,,,,,
5,72,0,,2,,,,,
5,72,1,,3,,,,,
5,73,1,,5,,,,,
5,74,0,,2,,,,,
5,74,1,,3,,,,,
5,75,1,,5,,,,,
5,76,0,,3,,,,,
5,76,1,,2,,,,,
5,77,0,,3,,,,,
5,77,1,,2,,,,,
5,78,0,,3,,,,,
5,78,1,,2,,,,,
5,79,1,,5,,,,,
5,80,0,,2,,,,,
5,80,1,,3,,,,,
5,81,0,,4,,,,,
5,81,1,,1,,,,,
5,82,1,,5,,,,,
5,83,0,,3,,,,,
5,83,1,,2,,,,,
5,84,0,,3,,,,,
5,84,1,,2,,,,,
5,85,0,,3,,,,,
5,85,1,,2,,,,,
5,86,0,,3,,,,,
5,86,1,,2,,,,,
5,87,1,,5,,,,,
5,88,0,,1,,,,,
5,88,1,,4,,,,,
5,89,0,,3,,,,,
5,89,1,,2,,,,,
5,90,1,,5,,,,,
5,91,0,,2,,,,,
5,91,1,,3,,,,,
5,92,0,,4,,,,,
5,92,1,,1,,,,,
5,93,1,,5,,,,,
5,94,0,,4,,,,,
5,94,1,,1,,,,,
5,95,1,,5,,,,,
5,96,0,,3,,,,,
5,96,1,,2,,,,,
5,97,1,,5,,,,,
5,98,0,,2,,,,,
5,98,1,,3,,,,,
5,99,0,,4,,,,,
5,99,1,,1,,,,,
5,100,1,,5,,,,,
5,101,0,,2,,,,,
5,101,1,,3,,,,,
5,102,0,,2,,,,,
5,102,1,,3,,,,,
5,103,0,,4,,,,,
5,103,1,,1,,,,,
5,104,1,,5,,,,,
5,105,0,,2,,,,,
5,105,1,,3,,,,,
5,106,0,,3,,,,,
5,106,1,,2,,,,,
5,107,0,,2,,,,,
5,107,1,,3,,,,,
5,108,0,,2,,,,,
5,108,1,,3,,,,,
5,109,0,,2,,,,,
5,109,1,,3,,,,,
5,110,1,,5,,,,,
5,111,0,,2,,,,,
